Publication.year	Organism	Context	MeSH.ID	MeSH.term	Phase	Tissue	Function	Source.cell.type.class	Source.cell.type	Target.cell.type.class	Target.cell.type	Clear.direction	Reciprocal.direction	Interaction.details	Method	Method.details	Reference	Information	Full.PDF	PMID	Title
2019	human	ulcerative colitis non-inflamed	C06	Digestive System Diseases	NA	NA	NA	epithelial cell	epithelial cell	T cell	T cell	0	NA	NA	computational	31348891	31348891	1	1	31348891	Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis
2019	human	ulcerative colitis non-inflamed	C06	Digestive System Diseases	NA	NA	NA	fibroblast	fibroblast	T cell	T cell	0	NA	NA	computational	31348891	31348891	1	1	31348891	Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis
2019	human	ulcerative colitis inflamed	C06	Digestive System Diseases	NA	NA	NA	B cell	B cell	T cell	T cell	0	NA	NA	computational	31348891	31348891	1	1	31348891	Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis
2019	human	ulcerative colitis inflamed	C06	Digestive System Diseases	NA	NA	NA	macrophage	macrophage	T cell	CD8+ IL-17+ T cell	0	NA	NA	computational	31348891	31348891	1	1	31348891	Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis
2019	human	inflammation	C23	Pathological Conditions, Signs and Symptoms	NA	NA	NA	enterocyte	enterocyte	T cell	Treg cell	1	0	IL18:IL18R1	computational	in vitro	25736457	1	1	31348891	Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis
2019	human	inflammation	C23	Pathological Conditions, Signs and Symptoms	NA	NA	regulate intestinal regeneration 	T cell	CD4+ activated Foshi T cell	enterocyte	enterocyte	1	0	IL22:IL22RA1	experimental	in vivo	27846573	1	1	31348891	Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis
2019	human	nervous system	A08	Nervous System	NA	NA	NA	neural cell	neural cell	astrocyte	astrocyte	1	0	NA	experimental	in vitro	16105683	1	1	31267326	High frequency electrical stimulation promotes expression of extracellular matrix proteins from human astrocytes
2019	human	deep brain stimulation 	E02|E04	Therapeutics|Surgical Procedures, Operative	NA	brain	influence environmental and cellular signaling efficiency through extracellular matrix formation by modulating synapse devel- opment, changing the binding affinity of neuronal receptors, and inducing neuronal plasticity	astrocyte	astrocyte	neural cell	neural cell	1	0	matricellular protein 	experimental	in vitro	31267326	1	1	31267326	High frequency electrical stimulation promotes expression of extracellular matrix proteins from human astrocytes
2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	31207473	Efficient isolation, biophysical characterisation and molecular composition of extracellular vesicles secreted by primary and immortalised cells of reproductive origin
2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	31192511	Oxygen tension modulates extracellular vesicles and its miRNA contents in bovine embryo culture medium
2019	human	rheumatoid arthritis	C05|C17|C20	Musculoskeletal Diseases|Skin and Connective Tissue Diseases|Immune System Diseases	NA	NA	induce fibroblast invasiveness 	macrophage	HBEGF+ macrophage	fibroblast	fibroblast	1	0	EGF:EGFR	experimental	in vitro	31068444	1	1	31068444	HBEGF(+) macrophages in rheumatoid arthritis induce fibroblast invasiveness
2019	human	rheumatoid arthritis	C05|C17|C20	Musculoskeletal Diseases|Skin and Connective Tissue Diseases|Immune System Diseases	NA	NA	induce fibroblast invasiveness 	macrophage	HBEGF+ macrophage	fibroblast	fibroblast	1	0	EREG:EGFR	experimental	in vitro	31068444	1	1	31068444	HBEGF(+) macrophages in rheumatoid arthritis induce fibroblast invasiveness
2019	human	egg maturation 	A05|A11|A16|G04|G08	Urogenital System|Cells|Embryonic Structures|Cell Physiological Phenomena|Reproductive and Urinary Physiological Phenomena	NA	NA	NA	germ cell	oocyte	others	somatic follicular cell	1	0	microvesicles and exosomes 	experimental	in vitro	20847327	1	1	31052401	Extracellular Vesicles in Human Oogenesis and Implantation
2019	human	oocyte maturation	A05|A11|G04|G08	Urogenital System|Cells|Cell Physiological Phenomena|Reproductive and Urinary Physiological Phenomena	pre-ovulatory stage 	NA	oocyte maturation 	granulosa cell	granulosa cell	germ cell	oocyte	1	0	extracellular vesicles	experimental	in vivo & in vitro	22116803	1	1	31052401	Extracellular Vesicles in Human Oogenesis and Implantation
2019	human	cumulus proliferation 	A05|A06|A11|G04|G07	Urogenital System|Endocrine System|Cells|Cell Physiological Phenomena|Physiological Phenomena	pre-ovulatory stage 	NA	cumulus proliferation 	granulosa cell	granulosa cell	others	cumulus cell	1	0	extracellular vesicles	experimental	in vivo & in vitro	22116803	1	1	31052401	Extracellular Vesicles in Human Oogenesis and Implantation
2019	human	embryo implantation	G08	Reproductive and Urinary Physiological Phenomena	NA	NA	modulate the local immune response and regulate gene expression in the embryo	embryonic cell	blastocyst	others	endometrial cell	1	0	integrins, matrix-degrading enzymes, cytokines and chemokines	not sure	NA	31052401	1	1	31052401	Extracellular Vesicles in Human Oogenesis and Implantation
2019	human	embryo implantation	G08	Reproductive and Urinary Physiological Phenomena	NA	NA	blastocyst adhesion and invasion	epithelial cell	endometrial epithelium	others	trophoectoderm	1	0	endometrial fluid 	experimental	in vitro	30362057	1	1	31052401	Extracellular Vesicles in Human Oogenesis and Implantation
2019	human	tumor microenvironment	G04	Cell Physiological Phenomena	NA	NA	suppress anti-tumour immune response 	lymphoma cell	lymphoma cell	natural killer cell	natural killer cell	1	0	exosomes	experimental	in vitro	21364924	1	1	31034520	Comprehensive analysis of miRNA and protein profiles within exosomes derived from canine lymphoid tumour cell lines
2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	30995076	The Human Lung Cell Atlas: A High-Resolution Reference Map of the Human Lung in Health and Disease
2019	human	neurodegenerative disease	C10	Nervous System Diseases	NA	NA	NA	neural cell	neural cell	glial cell	microglial cell	1	0	NA	experimental	in vitro	30939814	1	1	30939814	Studying Heterotypic Cell鈦籆ell Interactions in the Human Brain Using Pluripotent Stem Cell Models for Neurodegeneration
2019	human	brain development	A08	Nervous System	NA	brain	immune response 	endothelial cell	endothelial cell	glial cell	microglial cell	1	0	NA	experimental	in vitro	30939814	1	1	30939814	Studying Heterotypic Cell鈦籆ell Interactions in the Human Brain Using Pluripotent Stem Cell Models for Neurodegeneration
2019	human	brain	A08	Nervous System	NA	NA	brain structure and function	neural cell	neural cell	others	vascular cell	1	0	NA	experimental	in vitro	28902142; 28966577; 15060285; 25187991	1	1	30939814	Studying Heterotypic Cell鈦籆ell Interactions in the Human Brain Using Pluripotent Stem Cell Models for Neurodegeneration
2019	human	brain	A08	Nervous System	NA	NA	stimulate the self-renewal and differentiation of neural stem cells	endothelial cell	endothelial cell	stem cell	neural stem cell	1	0	paracrine factors 	experimental	co-culture	15060285	1	1	30939814	Studying Heterotypic Cell鈦籆ell Interactions in the Human Brain Using Pluripotent Stem Cell Models for Neurodegeneration
2019	human	brain	A08	Nervous System	NA	NA	tube formation and stabilization 	progenitor cell	neural progenitor cell	endothelial cell	brain microvascular endothelial cell	1	0	NA	experimental	co-culture	30939814	1	1	30939814	Studying Heterotypic Cell鈦籆ell Interactions in the Human Brain Using Pluripotent Stem Cell Models for Neurodegeneration
2019	human	brain	A08	Nervous System	NA	NA	self-renewal and differentiation of neural progenitor cell 	endothelial cell	brain microvascular endothelial cell	progenitor cell	neural progenitor cell	1	0	NA	experimental	co-culture	30939814	1	1	30939814	Studying Heterotypic Cell鈦籆ell Interactions in the Human Brain Using Pluripotent Stem Cell Models for Neurodegeneration
2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	30934547	Microbe-Host Communication by Small RNAs in Extracellular Vesicles: Vehicles for Transkingdom RNA Transportation
2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	30932215	Reciprocal modulation of cell functions upon direct interaction of adipose mesenchymal stromal and activated immune cells
2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	30930201	Isolation and characterization of exosomes released from mosquito cells infected with dengue virus
2019	human	cardiac hypertrophy	C14|C23	Cardiovascular Diseases|Pathological Conditions, Signs and Symptoms	NA	heart 	NA	cardiomyocyte	stretched or hypoxic cardiomyocyte	endothelial cell	endothelial cell	1	0	angiogenic growth factors 	experimental	experimental technique not mentioned, stated as well known	12506127	1	1	30895179	Angiogenic Endothelial Cell Signaling in Cardiac Hypertrophy and Heart Failure
2019	human	cardiac hypertrophy	C14|C23	Cardiovascular Diseases|Pathological Conditions, Signs and Symptoms	NA	heart 	NA	endothelial cell	endothelial cell	cardiomyocyte	cardiomyocyte	1	0	growth factors	experimental	experimental technique not mentioned, stated as well known	12506127	1	1	30895179	Angiogenic Endothelial Cell Signaling in Cardiac Hypertrophy and Heart Failure
2019	human	cardiac hypertrophy	C14|C23	Cardiovascular Diseases|Pathological Conditions, Signs and Symptoms	NA	heart 	NA	endothelial cell	endothelial cell	fibroblast	fibroblast	1	0	growth factors	experimental	co-culture in rats	30895179	1	1	30895179	Angiogenic Endothelial Cell Signaling in Cardiac Hypertrophy and Heart Failure
2019	human	anti-inflammatory	C23|D27	Pathological Conditions, Signs and Symptoms|Chemical Actions and Uses	NA	NA	promote the generation of myeloid-derived suppressor cells	others	melanoma cell	T cell	tolerogenic T cell	1	0	extracellular vesicles	experimental	in vitro	16982774	1	1	30895170	Intercellular Vesicular Transfer by Exosomes, Microparticles and Oncosomes - Implications for Cancer Biology and Treatments
2019	human	anti-inflammatory	C23|D27	Pathological Conditions, Signs and Symptoms|Chemical Actions and Uses	NA	NA	promote the generation of myeloid-derived suppressor cells	cancer cell	colorectal carcinoma cell	T cell	tolerogenic T cell	1	0	extracellular vesicles	experimental	in vitro	16982774	1	1	30895170	Intercellular Vesicular Transfer by Exosomes, Microparticles and Oncosomes - Implications for Cancer Biology and Treatments
2019	human	anti-inflammatory	C23|D27	Pathological Conditions, Signs and Symptoms|Chemical Actions and Uses	NA	NA	result the production of the immunosuppressive cytokine IL-10 	cancer cell	gastric carcinoma cell	monocyte	monocyte	1	0	microparticles	experimental	in vitro	16479543	1	1	30895170	Intercellular Vesicular Transfer by Exosomes, Microparticles and Oncosomes - Implications for Cancer Biology and Treatments
2019	human	immune tolerance	G12	Immune System Phenomena	NA	NA	promot FoxP3+ T regulatory cell proliferation or enhance their suppressive capacities	cancer cell	tumor cell	T cell	FoxP3+ T regulatory cell	1	0	extracellular vesicles	experimental	in vitro	20661468	1	1	30895170	Intercellular Vesicular Transfer by Exosomes, Microparticles and Oncosomes - Implications for Cancer Biology and Treatments
2019	human	immune tolerance	G12	Immune System Phenomena	NA	NA	conversion of na茂ve T-cells into the immunosuppressive Treg cells and promoted Treg recruitment via chemokine CCL20	cancer cell	nasopharyngeal carcinoma cell	T cell	naive T cell	1	0	exosomes	experimental	in vitro	25505237	1	1	30895170	Intercellular Vesicular Transfer by Exosomes, Microparticles and Oncosomes - Implications for Cancer Biology and Treatments
2019	human	immune tolerance	G12	Immune System Phenomena	NA	NA	suppress T cells through monocytes (or myeloid-derived suppressor cells) leading to glioma immune-evasion	stem cell	glioma stem cell	T cell	T cell	1	0	exosomes	experimental	in vitro	28107450	1	1	30895170	Intercellular Vesicular Transfer by Exosomes, Microparticles and Oncosomes - Implications for Cancer Biology and Treatments
2019	human	colorectal cancer	C04|C06	Neoplasms|Digestive System Diseases	NA	NA	regulate the differentiation of monocytes into regulatory M2 macrophages after prolonged contact	cancer cell	colorectal cancer cell	monocyte	monocyte	1	0	microparticles	experimental	in vitro	16982774	1	1	30895170	Intercellular Vesicular Transfer by Exosomes, Microparticles and Oncosomes - Implications for Cancer Biology and Treatments
2019	human	breast cancer	C04|C17	Neoplasms|Skin and Connective Tissue Diseases	NA	NA	induce a modified phenotype of monocytic cells to resemble myeloid-derived suppressor cells (MDCS) in the brain cancer patients 	others	glioblastoma cell	monocyte	monocyte	1	0	extracellular vesicles	experimental	in vitro	25802036	1	1	30895170	Intercellular Vesicular Transfer by Exosomes, Microparticles and Oncosomes - Implications for Cancer Biology and Treatments
2019	human	lung cancer	C04|C08	Neoplasms|Respiratory Tract Diseases	NA	NA	promote tumor growth in vitro 	tumor cell	lung tumor	fibroblast	stromal fibroblast	1	0	microparticles	experimental	in vitro	19462451; 25802036	1	1	30895170	Intercellular Vesicular Transfer by Exosomes, Microparticles and Oncosomes - Implications for Cancer Biology and Treatments
2019	human	lung cancer	C04|C08	Neoplasms|Respiratory Tract Diseases	NA	NA	promote tumor growth in vitro 	tumor cell	lung tumor	endothelial cell	endothelial cell	1	0	microparticles	experimental	in vitro	19462451; 25802036	1	1	30895170	Intercellular Vesicular Transfer by Exosomes, Microparticles and Oncosomes - Implications for Cancer Biology and Treatments
2019	human	central nervous system	A08	Nervous System	NA	NA	NA	neuron	neuron	glial cell	microglial cell	1	0	CX3CL1:CX3CR1	experimental	in vivo	9724801	1	1	30886214	CX(3)CR1-CX(3)CL1-dependent cell-to-cell Japanese encephalitis virus transmission by human microglial cells
2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	30857191	Dictyostelium: A Model for Studying the Extracellular Vesicle Messengers Involved in Human Health and Disease
2019	human	compressive force stimulation 	G01	Physical Phenomena	NA	NA	inhibit the gene expression of RUNX2 and P2RX7 most likely in a paracrine manner	fibroblast	human periodontal ligament fibroblast	bone cell	osteoblast	0	NA	NA	experimental	in vitro	30828948	1	1	30828948	Differences in RUNX2 and P2RX7 gene expression between mono- and coculture of human periodontal ligament cells and human osteoblasts under compressive force application
2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	30811771	Highly Purified Human Extracellular Vesicles Produced by Stem Cells Alleviate Aging Cellular Phenotypes of Senescent Human Cells
2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	30774121	An Iodide-Yellow Fluorescent Protein-Gap Junction-Intercellular Communication Assay
2019	human	immune response	G12	Immune System Phenomena	NA	NA	T cell activation	dendritic cell	dendritic cell	T cell	T cell	1	0	exosomes	experimental	in vivo	15790784; 12426563	1	1	30704133	Plasma Corticotropin-Releasing Factor Receptors and B7-2鈦� Extracellular Vesicles in Blood Correlate with Irritable Bowel Syndrome Disease Severity
2019	human	immune response	G12	Immune System Phenomena	NA	NA	suppress T-cell immune responses 	tumor cell	glioma cell	monocyte	monocyte	1	0	exosomes	experimental	in vitro	28107450	1	1	30704133	Plasma Corticotropin-Releasing Factor Receptors and B7-2鈦� Extracellular Vesicles in Blood Correlate with Irritable Bowel Syndrome Disease Severity
2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	30663708	Rapid Fluorescence-based Characterization of Single Extracellular Vesicles in Human Blood with Nanoparticle-tracking Analysis
2019	human	heart tissue	A07	Cardiovascular System	NA	NA	cardiomyocyte maturation	endothelial cell	endothelial cell	cardiomyocyte	cardiomyocyte	1	0	NA	experimental	in vitro	30659585	1	1	30659585	Unveiling the molecular crosstalk in a human induced pluripotent stem cell-derived cardiac model
2019	human	blood vessel	A07	Cardiovascular System	NA	NA	NA	endothelial cell	endothelial cell	platelet	platelet	1	0	NA	experimental	NA	17240734	1	1	30658653	"Extracellular vesicles in bone: ""dogrobbers"" in the ""eternal battle field"""
2019	human	blood vessel	A07	Cardiovascular System	NA	NA	NA	endothelial cell	endothelial cell	leukocyte	leukocyte	1	0	NA	experimental	 in vivo	22812684	1	1	30658653	"Extracellular vesicles in bone: ""dogrobbers"" in the ""eternal battle field"""
2019	human	bone microenvironment	A02|A10	Musculoskeletal System|Tissues	NA	NA	stimulate the formation and activation of osteoclasts	bone cell	osteoblast	bone cell	osteoclast	1	0	extracellular vesicles	experimental	in vitro	26013558	1	1	30658653	"Extracellular vesicles in bone: ""dogrobbers"" in the ""eternal battle field"""
